word1,word2,word3,word4,label,meta_category,original_category
skinny,flare,tape,mom,0,Members of a Set/Entities,Hard Distractor
angry,flare,mom,skinny,0,Members of a Set/Entities,Random Distractor
charm,ring,chain,bangle,1,Members of a Set/Entities,kinds of jewelry
commerce,ring,bangle,charm,0,Members of a Set/Entities,Hard Distractor
unicorn,ring,charm,chain,0,Members of a Set/Entities,Random Distractor
practical,dad,inside,knock-knock,1,Members of a Set/Entities,kinds of jokes
dad,knock-knock,coat rack,inside,0,Members of a Set/Entities,Hard Distractor
inside,practical,knock-knock,magazine,0,Members of a Set/Entities,Random Distractor
butter,butcher,butterfly,bowie,1,Members of a Set/Entities,kinds of knives
butcher,stick,bowie,butterfly,0,Members of a Set/Entities,Hard Distractor
butter,bah,butcher,bowie,0,Members of a Set/Entities,Random Distractor
sign,programming,body,spoken,1,Members of a Set/Entities,kinds of language
sign,spoken,drool,body,0,Members of a Set/Entities,Hard Distractor
referee,sign,programming,spoken,0,Members of a Set/Entities,Random Distractor
leaf,butter,iceberg,romaine,1,Members of a Set/Entities,kinds of lettuce
iceberg,carnation,romaine,butter,0,Members of a Set/Entities,Hard Distractor
in,leaf,iceberg,romaine,0,Members of a Set/Entities,Random Distractor
liner,balm,gloss,stain,1,Members of a Set/Entities,kinds of lip makeup
balm,preamp,gloss,liner,0,Members of a Set/Entities,Hard Distractor
ease,liner,balm,stain,0,Members of a Set/Entities,Random Distractor
laundry,short,to-do,bucket,1,Members of a Set/Entities,kinds of lists
to-do,jack,bucket,short,0,Members of a Set/Entities,Hard Distractor
to-do,medicine,laundry,short,0,Members of a Set/Entities,Random Distractor
carry-on,hard-shell,roller,duffel,1,Members of a Set/Entities,kinds of luggage
carry-on,roller,hard-shell,hurricane,0,Members of a Set/Entities,Hard Distractor
hard-shell,roller,comics,duffel,0,Members of a Set/Entities,Random Distractor
sewing,enigma,vending,pinball,1,Members of a Set/Entities,kinds of machines
sewing,vending,seal,pinball,0,Members of a Set/Entities,Hard Distractor
resume,pinball,vending,sewing,0,Members of a Set/Entities,Random Distractor
venison,beef,pork,poultry,1,Members of a Set/Entities,kinds of meat
elmo,pork,poultry,beef,0,Members of a Set/Entities,Hard Distractor
unforgettable,pork,beef,poultry,0,Members of a Set/Entities,Random Distractor
oyster,trumpet,morel,button,1,Members of a Set/Entities,kinds of mushrooms
button,morel,trumpet,fantasy,0,Members of a Set/Entities,Hard Distractor
scrub,morel,trumpet,button,0,Members of a Set/Entities,Random Distractor
flat,natural,whole,quarter,1,Members of a Set/Entities,kinds of notes
natural,jellyfish,quarter,flat,0,Members of a Set/Entities,Hard Distractor
dramatic,quarter,flat,whole,0,Members of a Set/Entities,Random Distractor
whole,perfect,odd,prime,1,Members of a Set/Entities,kinds of numbers
lifesaver,whole,perfect,odd,0,Members of a Set/Entities,Hard Distractor
prime,roster,whole,perfect,0,Members of a Set/Entities,Random Distractor
cargo,stirrup,hammer,capri,1,Members of a Set/Entities,kinds of pants
stirrup,sandwich,hammer,capri,0,Members of a Set/Entities,Hard Distractor
cargo,capri,country,hammer,0,Members of a Set/Entities,Random Distractor
capri,jogger,jean,slack,1,Members of a Set/Entities,"kinds of pants minus ""s"""
slack,jogger,tortoise,capri,0,Members of a Set/Entities,Hard Distractor
slack,jean,plead,jogger,0,Members of a Set/Entities,Random Distractor
construction,tissue,graph,wax,1,Members of a Set/Entities,kinds of paper
inner tube,graph,tissue,construction,0,Members of a Set/Entities,Hard Distractor
tissue,graph,hover,construction,0,Members of a Set/Entities,Random Distractor
dinner,cocktail,surprise,birthday,1,Members of a Set/Entities,kinds of parties
birthday,dinner,library,surprise,0,Members of a Set/Entities,Hard Distractor
personal,cocktail,dinner,surprise,0,Members of a Set/Entities,Random Distractor
macaroni,emperor,king,chinstrap,1,Members of a Set/Entities,kinds of penguins
macaroni,king,chinstrap,sum,0,Members of a Set/Entities,Hard Distractor
chinstrap,cafeteria,king,macaroni,0,Members of a Set/Entities,Random Distractor
electronic,player,grand,upright,1,Members of a Set/Entities,kinds of pianos
player,electronic,upright,jordan,0,Members of a Set/Entities,Hard Distractor
upright,grand,turtle,player,0,Members of a Set/Entities,Random Distractor
dill,kosher,sweet,sour,1,Members of a Set/Entities,kinds of pickles
sour,dill,kosher,sun,0,Members of a Set/Entities,Hard Distractor
sculpture,sour,dill,sweet,0,Members of a Set/Entities,Random Distractor
veggie,plain,hawaiian,supreme,1,Members of a Set/Entities,kinds of pizza
flight path,supreme,veggie,hawaiian,0,Members of a Set/Entities,Hard Distractor
replica,supreme,veggie,hawaiian,0,Members of a Set/Entities,Random Distractor
vine,shrub,herb,tree,1,Members of a Set/Entities,kinds of plants
tree,herb,vine,stern,0,Members of a Set/Entities,Hard Distractor
shrub,tree,herb,divine,0,Members of a Set/Entities,Random Distractor
snowball,water balloon,pillow,food,1,Members of a Set/Entities,kinds of play fights
golf course,pillow,water balloon,food,0,Members of a Set/Entities,Hard Distractor
pillow,snowball,water balloon,soursop,0,Members of a Set/Entities,Random Distractor
omaha,stud,strip,draw,1,Members of a Set/Entities,kinds of poker
stud,domino,omaha,draw,0,Members of a Set/Entities,Hard Distractor
omaha,stud,hank,strip,0,Members of a Set/Entities,Random Distractor
blooper,demo,highlight,sizzle,1,Members of a Set/Entities,kinds of reels
demo,blooper,highlight,to-do,0,Members of a Set/Entities,Hard Distractor
highlight,peddle,sizzle,demo,0,Members of a Set/Entities,Random Distractor
slate,limestone,marble,flint,1,Members of a Set/Entities,kinds of rocks
flint,slate,bull,marble,0,Members of a Set/Entities,Hard Distractor
slate,flint,marble,uphold,0,Members of a Set/Entities,Random Distractor
greek,chef,garden,wedge,1,Members of a Set/Entities,kinds of salad
chef,colorado,garden,wedge,0,Members of a Set/Entities,Hard Distractor
homework,greek,wedge,garden,0,Members of a Set/Entities,Random Distractor
green,wedge,greek,caesar,1,Members of a Set/Entities,kinds of salads
caesar,lavender,greek,wedge,0,Members of a Set/Entities,Hard Distractor
green,wedge,annex,greek,0,Members of a Set/Entities,Random Distractor
oxford,polo,flannel,tee,1,Members of a Set/Entities,kinds of shirts
sports,polo,tee,flannel,0,Members of a Set/Entities,Hard Distractor
dumbo,flannel,tee,oxford,0,Members of a Set/Entities,Random Distractor
pump,slide,mule,flat,1,Members of a Set/Entities,kinds of shoes
goldfish,slide,pump,mule,0,Members of a Set/Entities,Hard Distractor
flat,slide,mule,rout,0,Members of a Set/Entities,Random Distractor
boxer,bike,cargo,bermuda,1,Members of a Set/Entities,kinds of shorts
beaker,bike,boxer,bermuda,0,Members of a Set/Entities,Hard Distractor
cargo,bike,birthmark,boxer,0,Members of a Set/Entities,Random Distractor
poodle,pencil,mini,wrap,1,Members of a Set/Entities,kinds of skirts
fin,mini,poodle,pencil,0,Members of a Set/Entities,Hard Distractor
pencil,mini,poodle,excuse,0,Members of a Set/Entities,Random Distractor
rattle,coral,king,garter,1,Members of a Set/Entities,kinds of snakes
coral,drive,garter,rattle,0,Members of a Set/Entities,Hard Distractor
garter,coral,king,passage,0,Members of a Set/Entities,Random Distractor
adder,moccasin,boa,mamba,1,Members of a Set/Entities,kinds of snakes
boa,trident,mamba,moccasin,0,Members of a Set/Entities,Hard Distractor
announcement,adder,mamba,boa,0,Members of a Set/Entities,Random Distractor
dress,crew,compression,ankle,1,Members of a Set/Entities,kinds of socks
compression,animal,crew,ankle,0,Members of a Set/Entities,Hard Distractor
ex,compression,ankle,crew,0,Members of a Set/Entities,Random Distractor
toilet,tissue,crepe,rolling,1,Members of a Set/Entities,kinds of soft/lightweight paper
toilet,tissue,rolling,wheel,0,Members of a Set/Entities,Hard Distractor
rolling,crepe,tissue,galosh,0,Members of a Set/Entities,Random Distractor
folk,siren,love,swan,1,Trivia/Pop Culture,kinds of songs
folk,ferry,love,swan,0,Trivia/Pop Culture,Hard Distractor
lincoln,swan,siren,love,0,Trivia/Pop Culture,Random Distractor
chateaubriand,porterhouse,flatiron,tomahawk,1,Members of a Set/Entities,kinds of steaks
waffle iron,chateaubriand,tomahawk,porterhouse,0,Members of a Set/Entities,Hard Distractor
flatiron,chateaubriand,porterhouse,dinosaur,0,Members of a Set/Entities,Random Distractor
gaffer,electrical,duct,packing,1,Members of a Set/Entities,kinds of tape
electrical,gaffer,panda,packing,0,Members of a Set/Entities,Hard Distractor
packing,aria,gaffer,electrical,0,Members of a Set/Entities,Random Distractor
clay,carpet,hard,grass,1,Members of a Set/Entities,kinds of tennis courts
hard,carpet,mare,grass,0,Members of a Set/Entities,Hard Distractor
grass,recipe,hard,clay,0,Members of a Set/Entities,Random Distractor
roma,cherry,grape,plum,1,Members of a Set/Entities,kinds of tomatoes
roma,plum,georgia,cherry,0,Members of a Set/Entities,Hard Distractor
pec,cherry,plum,roma,0,Members of a Set/Entities,Random Distractor
monster,garbage,dump,pickup,1,Members of a Set/Entities,kinds of trucks
monster,garbage,satchel,pickup,0,Members of a Set/Entities,Hard Distractor
boo,pickup,garbage,dump,0,Members of a Set/Entities,Random Distractor
hipster,brief,boxer,thong,1,Members of a Set/Entities,kinds of underwear
deed,boxer,brief,hipster,0,Members of a Set/Entities,Hard Distractor
hipster,saint patrick,thong,boxer,0,Members of a Set/Entities,Random Distractor
bikini,g-string,thong,hipster,1,Members of a Set/Entities,kinds of underwear
bikini,curtain,hipster,thong,0,Members of a Set/Entities,Hard Distractor
bikini,thong,hipster,pawn,0,Members of a Set/Entities,Random Distractor
still,spring,mineral,tap,1,Members of a Set/Entities,kinds of water
protractor,tap,still,spring,0,Members of a Set/Entities,Hard Distractor
spring,tap,still,petty,0,Members of a Set/Entities,Random Distractor
right,blue,gray,fin,1,Members of a Set/Entities,kinds of whales
blue,gray,cricket,fin,0,Members of a Set/Entities,Hard Distractor
fin,gray,right,tetra,0,Members of a Set/Entities,Random Distractor
crescent,socket,monkey,allen,1,Members of a Set/Entities,kinds of wrenches
socket,monkey,favorite,allen,0,Members of a Set/Entities,Hard Distractor
socket,allen,crescent,hermit,0,Members of a Set/Entities,Random Distractor
cake,kong,tut,cobra,1,Fill-in-the-Blank,king ___
cake,due,tut,cobra,0,Fill-in-the-Blank,Hard Distractor
tut,cake,kong,bent,0,Fill-in-the-Blank,Random Distractor
x,smooch,smack,peck,1,Noun/Concept Synonyms,kiss
smack,peck,fix,smooch,0,Noun/Concept Synonyms,Hard Distractor
smooch,smack,manatee,peck,0,Noun/Concept Synonyms,Random Distractor
ladle,grater,peeler,whisk,1,Noun/Concept Synonyms,kitchen utensils
whisk,grater,sock,ladle,0,Noun/Concept Synonyms,Hard Distractor
ladle,feelings,grater,peeler,0,Noun/Concept Synonyms,Random Distractor
trifle,trinket,thingamajig,tchotchke,1,Noun/Concept Synonyms,knickknack
trifle,trinket,pebble,tchotchke,0,Noun/Concept Synonyms,Hard Distractor
tchotchke,xerox,trifle,trinket,0,Noun/Concept Synonyms,Random Distractor
copy,replica,bootleg,fake,1,Noun/Concept Synonyms,knockoff
copy,replica,fake,normal,0,Noun/Concept Synonyms,Hard Distractor
fortitude,copy,bootleg,replica,0,Noun/Concept Synonyms,Random Distractor
ding-dong,yahoo,dodo,yo-yo,1,Noun/Concept Synonyms,knucklehead
dodo,yahoo,collective,yo-yo,0,Noun/Concept Synonyms,Hard Distractor
iodine,ding-dong,yo-yo,dodo,0,Noun/Concept Synonyms,Random Distractor
praise,glory,credit,props,1,Noun/Concept Synonyms,kudos
glory,props,credit,stern,0,Noun/Concept Synonyms,Hard Distractor
glory,praise,props,crisp,0,Noun/Concept Synonyms,Random Distractor
dropper,beaker,goggles,microscope,1,Members of a Set/Entities,lab equipment
goggles,dropper,angel,microscope,0,Members of a Set/Entities,Hard Distractor
bead,microscope,dropper,goggles,0,Members of a Set/Entities,Random Distractor
shy,low,short,light,1,Action/Verb Synonyms,lacking
shy,light,short,plus,0,Action/Verb Synonyms,Hard Distractor
thatch,short,low,light,0,Action/Verb Synonyms,Random Distractor
bird,gaga,macbeth,luck,1,Fill-in-the-Blank,lady ___
bird,earth,macbeth,gaga,0,Fill-in-the-Blank,Hard Distractor
macbeth,luck,gaga,elite,0,Fill-in-the-Blank,Random Distractor
canyon,mountain,valley,plateau,1,Noun/Concept Synonyms,land formations
plateau,canyon,fry,mountain,0,Noun/Concept Synonyms,Hard Distractor
canyon,cut,plateau,valley,0,Noun/Concept Synonyms,Random Distractor
atoll,bar,island,key,1,Noun/Concept Synonyms,land surrounded by water
key,island,atoll,move,0,Noun/Concept Synonyms,Hard Distractor
ram,bar,island,atoll,0,Noun/Concept Synonyms,Random Distractor
bluff,basin,cape,plain,1,Noun/Concept Synonyms,landforms
plain,designation,basin,bluff,0,Noun/Concept Synonyms,Hard Distractor
cape,for,plain,bluff,0,Noun/Concept Synonyms,Random Distractor
cape,gorge,ridge,crater,1,Noun/Concept Synonyms,landforms
crater,cape,ridge,coo,0,Noun/Concept Synonyms,Hard Distractor
cape,crater,ziti,gorge,0,Noun/Concept Synonyms,Random Distractor
wall street,brooklyn bridge,city hall,bowling green,1,Noun/Concept Synonyms,landmarks in downtown nyc
bowling green,wall street,sit,city hall,0,Noun/Concept Synonyms,Hard Distractor
dip,brooklyn bridge,city hall,bowling green,0,Noun/Concept Synonyms,Random Distractor
fantasy,dream,never never,la-la,1,Noun/Concept Synonyms,lands of the imagination
trough,dream,never never,fantasy,0,Noun/Concept Synonyms,Hard Distractor
laser,fantasy,never never,dream,0,Noun/Concept Synonyms,Random Distractor
check,tie,finish,bask,1,Word Structure/Play,language homophones
rose,bask,check,tie,0,Word Structure/Play,Hard Distractor
finish,tie,neo,check,0,Word Structure/Play,Random Distractor
speed,resolution,storage,ram,1,Noun/Concept Synonyms,laptop specs
ram,idea,speed,resolution,0,Noun/Concept Synonyms,Hard Distractor
speed,resolution,ploy,storage,0,Noun/Concept Synonyms,Random Distractor
ton,mass,slew,sea,1,Descriptor/Adjective Synonyms,large amount
scepter,ton,slew,mass,0,Descriptor/Adjective Synonyms,Hard Distractor
mud,ton,mass,sea,0,Descriptor/Adjective Synonyms,Random Distractor
bundle,pile,fortune,mint,1,Descriptor/Adjective Synonyms,large amount of money
mint,winner,pile,fortune,0,Descriptor/Adjective Synonyms,Hard Distractor
pile,wink,mint,bundle,0,Descriptor/Adjective Synonyms,Random Distractor
vessel,craft,ship,barge,1,Descriptor/Adjective Synonyms,large boat
ship,craft,vessel,can,0,Descriptor/Adjective Synonyms,Hard Distractor
vessel,friends,barge,ship,0,Descriptor/Adjective Synonyms,Random Distractor
flock,crowd,host,sea,1,Descriptor/Adjective Synonyms,large group
flock,host,sea,definitive,0,Descriptor/Adjective Synonyms,Hard Distractor
contrast,host,crowd,flock,0,Descriptor/Adjective Synonyms,Random Distractor
luxor,excalibur,encore,aria,1,Noun/Concept Synonyms,las vegas casino hotels
encore,excalibur,luxor,bolt,0,Noun/Concept Synonyms,Hard Distractor
cran,excalibur,encore,luxor,0,Noun/Concept Synonyms,Random Distractor
street,rainbow,kangaroo,neighborhood,1,Trivia/Pop Culture,last words in long-running children’s show titles
street,euphoria,rainbow,kangaroo,0,Trivia/Pop Culture,Hard Distractor
neighborhood,street,kangaroo,rink,0,Trivia/Pop Culture,Random Distractor
from,sea,to,shining,1,Idioms & Slang,last words in “america the beautiful”
shining,wrench,from,sea,0,Idioms & Slang,Hard Distractor
from,sea,doggy,to,0,Idioms & Slang,Random Distractor
butterfly,seville,flute,bess,1,Trivia/Pop Culture,last words of famous opera titles
bess,butterfly,flute,liberty,0,Trivia/Pop Culture,Hard Distractor
butterfly,bess,seville,bowie,0,Trivia/Pop Culture,Random Distractor
supper,laugh,resort,straw,1,Fill-in-the-Blank,last ___
jell,straw,supper,laugh,0,Fill-in-the-Blank,Hard Distractor
lab,resort,straw,laugh,0,Fill-in-the-Blank,Random Distractor
mamba,meringue,tangy,simba,1,Word Structure/Play,latin dances with a vowel changed
meringue,whistleblew,tangy,mamba,0,Word Structure/Play,Hard Distractor
simba,tangy,mamba,tweeze,0,Word Structure/Play,Random Distractor
pro,ab,sub,sine,1,Noun/Concept Synonyms,latin prepositions
sub,pointer,sine,pro,0,Noun/Concept Synonyms,Hard Distractor
figment,ab,pro,sub,0,Noun/Concept Synonyms,Random Distractor
vox,quid,ergo,caveat,1,Noun/Concept Synonyms,latin words
sandbox,vox,quid,caveat,0,Noun/Concept Synonyms,Hard Distractor
league,caveat,ergo,vox,0,Noun/Concept Synonyms,Random Distractor
lol,rofl,haha,dead,1,Noun/Concept Synonyms,"laughter, in a text"
slip,rofl,dead,lol,0,Noun/Concept Synonyms,Hard Distractor
born,lol,rofl,haha,0,Noun/Concept Synonyms,Random Distractor
gush,flatter,praise,fawn,1,Noun/Concept Synonyms,lay it on thick
fawn,key,flatter,praise,0,Noun/Concept Synonyms,Hard Distractor
fawn,constellation,gush,praise,0,Noun/Concept Synonyms,Random Distractor
ferry,mercury,nicks,plant,1,Trivia/Pop Culture,lead singers of ’70s rock bands
nicks,plant,pop,ferry,0,Trivia/Pop Culture,Hard Distractor
plant,nicks,mercury,yap,0,Trivia/Pop Culture,Random Distractor
moderate,anchor,host,present,1,Trivia/Pop Culture,"lead, as a tv program"
host,jackson,present,anchor,0,Trivia/Pop Culture,Hard Distractor
beak,host,present,anchor,0,Trivia/Pop Culture,Random Distractor
king,gore,carter,tutu,1,Idioms & Slang,leaders who received the nobel peace prize
tutu,gore,editor,carter,0,Idioms & Slang,Hard Distractor
gore,breathe,king,tutu,0,Idioms & Slang,Random Distractor
maroon,desert,strand,ditch,1,Action/Verb Synonyms,leave high and dry
desert,march,maroon,ditch,0,Action/Verb Synonyms,Hard Distractor
strand,tag,maroon,desert,0,Action/Verb Synonyms,Random Distractor
dip,bounce,jet,split,1,Action/Verb Synonyms,leave quickly
exhibit,split,dip,jet,0,Action/Verb Synonyms,Hard Distractor
bounce,panama,dip,split,0,Action/Verb Synonyms,Random Distractor
blue,liberal,progressive,left,1,Descriptor/Adjective Synonyms,"left-leaning, politically"
liberal,left,progressive,solid,0,Descriptor/Adjective Synonyms,Hard Distractor
progressive,left,blue,fryer,0,Descriptor/Adjective Synonyms,Random Distractor
ankle,knee,thigh,shin,1,Noun/Concept Synonyms,leg parts
ankle,far,shin,knee,0,Noun/Concept Synonyms,Hard Distractor
shin,hunter,thigh,knee,0,Noun/Concept Synonyms,Random Distractor
suits,goliath,damages,matlock,1,Noun/Concept Synonyms,legal dramas
goliath,suits,mitt,damages,0,Noun/Concept Synonyms,Hard Distractor
suits,damages,vehicle,goliath,0,Noun/Concept Synonyms,Random Distractor
trial,inquiry,hearing,proceeding,1,Noun/Concept Synonyms,legal session
proceeding,hearing,inquiry,hobbes,0,Noun/Concept Synonyms,Hard Distractor
hearing,trial,proceeding,fantasy,0,Noun/Concept Synonyms,Random Distractor
lawsuit,action,claim,complaint,1,Noun/Concept Synonyms,legal terms
lawsuit,complaint,tiramisu,action,0,Noun/Concept Synonyms,Hard Distractor
action,lawsuit,complaint,disapprove,0,Noun/Concept Synonyms,Random Distractor
gable,dean,garland,temple,1,Descriptor/Adjective Synonyms,legends of classic hollywood
gable,temple,garland,super,0,Descriptor/Adjective Synonyms,Hard Distractor
dean,temple,dub,gable,0,Descriptor/Adjective Synonyms,Random Distractor
leader,speaker,chair,whip,1,Descriptor/Adjective Synonyms,legislative roles
whip,char,leader,chair,0,Descriptor/Adjective Synonyms,Hard Distractor
runner,chair,speaker,leader,0,Descriptor/Adjective Synonyms,Random Distractor
short,jean,tight,pant,1,Noun/Concept Synonyms,"legwear, in the singular"
tight,torch,pant,short,0,Noun/Concept Synonyms,Hard Distractor
tight,cannonball,pant,short,0,Noun/Concept Synonyms,Random Distractor
loose,lax,slack,easy,1,Noun/Concept Synonyms,lenient
slack,loose,down,lax,0,Noun/Concept Synonyms,Hard Distractor
slack,loose,lax,vault,0,Noun/Concept Synonyms,Random Distractor
que,elle,are,queue,1,Word Structure/Play,letter homophones
que,queue,are,wink,0,Word Structure/Play,Hard Distractor
queue,que,are,excused,0,Word Structure/Play,Random Distractor
queue,sea,why,🫖,1,Word Structure/Play,letter homophones
sea,🫖,hairy,why,0,Word Structure/Play,Hard Distractor
sea,why,gimmick,queue,0,Word Structure/Play,Random Distractor
🐑,are,🐝,👁️,1,Word Structure/Play,letter homophones
abut,are,🐑,🐝,0,Word Structure/Play,Hard Distractor
are,operate,🐑,🐝,0,Word Structure/Play,Random Distractor
sincerely,love,best,cheers,1,Word Structure/Play,letter sign-offs
meringue,love,cheers,sincerely,0,Word Structure/Play,Hard Distractor
love,best,age,cheers,0,Word Structure/Play,Random Distractor
gee,bee,jay,ex,1,Word Structure/Play,letter spellings
ex,bee,jay,trayed,0,Word Structure/Play,Hard Distractor
leadership,bee,jay,ex,0,Word Structure/Play,Random Distractor
tissue,atom,cell,organ,1,Noun/Concept Synonyms,levels of biological organization
pan,atom,cell,tissue,0,Noun/Concept Synonyms,Hard Distractor
organ,cinch,atom,tissue,0,Noun/Concept Synonyms,Random Distractor
relations,fling,thing,affair,1,Noun/Concept Synonyms,liaison
thing,relations,rib,fling,0,Noun/Concept Synonyms,Hard Distractor
hidden,thing,affair,relations,0,Noun/Concept Synonyms,Random Distractor
tan,camel,fawn,khaki,1,Noun/Concept Synonyms,light brown shades
howl,camel,tan,fawn,0,Noun/Concept Synonyms,Hard Distractor
camel,fawn,skort,khaki,0,Noun/Concept Synonyms,Random Distractor
bulb,rail,year,beer,1,Fill-in-the-Blank,light ___
year,boy,bulb,rail,0,Fill-in-the-Blank,Hard Distractor
beer,tornado,rail,bulb,0,Fill-in-the-Blank,Random Distractor
exit,applause,walk,recording,1,Members of a Set/Entities,light-up signs
walk,tan,exit,recording,0,Members of a Set/Entities,Hard Distractor
walk,departed,applause,recording,0,Members of a Set/Entities,Random Distractor
rod,strike,bug,bolt,1,Fill-in-the-Blank,lightning ___
pasta,strike,bolt,rod,0,Fill-in-the-Blank,Hard Distractor
rod,lol,strike,bug,0,Fill-in-the-Blank,Random Distractor
baby,wayne,jon,kim,1,Fill-in-the-Blank,lil ___ rappers
room,kim,baby,wayne,0,Fill-in-the-Blank,Hard Distractor
jon,baby,kim,prose,0,Fill-in-the-Blank,Random Distractor
program,bill,schedule,slate,1,Noun/Concept Synonyms,lineup
bill,slate,gorilla,program,0,Noun/Concept Synonyms,Hard Distractor
slate,bill,program,baked,0,Noun/Concept Synonyms,Random Distractor
teddy,garter,slip,hose,1,Noun/Concept Synonyms,lingerie
garter,hose,slip,trick,0,Noun/Concept Synonyms,Hard Distractor
slip,garter,hop,hose,0,Noun/Concept Synonyms,Random Distractor
slip,garter,thong,teddy,1,Noun/Concept Synonyms,lingerie
take,thong,slip,garter,0,Noun/Concept Synonyms,Hard Distractor
teddy,garter,slip,cost,0,Noun/Concept Synonyms,Random Distractor
oil,coolant,brake fluid,fuel,1,Idioms & Slang,liquids you put into cars
brake fluid,fuel,coolant,n.f.l. player,0,Idioms & Slang,Hard Distractor
rapport,oil,brake fluid,coolant,0,Idioms & Slang,Random Distractor
liter,fifth,pint,handle,1,Noun/Concept Synonyms,liquor bottle sizes
handle,flush,liter,fifth,0,Noun/Concept Synonyms,Hard Distractor
liter,hornet’s nest,handle,fifth,0,Noun/Concept Synonyms,Random Distractor
roster,slate,ticket,ballot,1,Noun/Concept Synonyms,list of candidates
slate,potassium,ticket,roster,0,Noun/Concept Synonyms,Hard Distractor
ticket,begins,ballot,roster,0,Noun/Concept Synonyms,Random Distractor
charge,sue,move,serve,1,Noun/Concept Synonyms,litigation verbs
move,slate,sue,charge,0,Noun/Concept Synonyms,Hard Distractor
charge,move,fringe,serve,0,Noun/Concept Synonyms,Random Distractor
touch,drop,dab,splash,1,Noun/Concept Synonyms,little bit
drop,dab,splash,peak,0,Noun/Concept Synonyms,Hard Distractor
splash,dab,fist,drop,0,Noun/Concept Synonyms,Random Distractor
splash,sprinkle,drop,spot,1,Idioms & Slang,little bit of a beverage
sprinkle,charge,splash,drop,0,Idioms & Slang,Hard Distractor
drop,splash,launchpad,spot,0,Idioms & Slang,Random Distractor
drop,pinch,dash,splash,1,Idioms & Slang,"little bit, in a recipe"
pinch,dash,drop,toiletries,0,Idioms & Slang,Hard Distractor
splash,half,dash,pinch,0,Idioms & Slang,Random Distractor
legend,proof,large,room,1,Fill-in-the-Blank,living ___
room,large,proof,grip,0,Fill-in-the-Blank,Hard Distractor
proof,program,large,room,0,Fill-in-the-Blank,Random Distractor
chameleon,monitor,gecko,iguana,1,Noun/Concept Synonyms,lizards
gecko,iguana,new,monitor,0,Noun/Concept Synonyms,Hard Distractor
chameleon,confetti,monitor,gecko,0,Noun/Concept Synonyms,Random Distractor
dive,haunt,establishment,joint,1,Noun/Concept Synonyms,local watering hole
flier,joint,haunt,establishment,0,Noun/Concept Synonyms,Hard Distractor
dive,seventh heaven,establishment,joint,0,Noun/Concept Synonyms,Random Distractor
coach,mustang,godiva,polo,1,Noun/Concept Synonyms,logos with horses
expletives,coach,godiva,polo,0,Noun/Concept Synonyms,Hard Distractor
polo,coach,oracle,mustang,0,Noun/Concept Synonyms,Random Distractor
sub,grinder,hero,hoagie,1,Noun/Concept Synonyms,long sandwiches
sub,hoagie,hero,three,0,Noun/Concept Synonyms,Hard Distractor
sub,butter,hero,hoagie,0,Noun/Concept Synonyms,Random Distractor
pin,lance,spit,skewer,1,Noun/Concept Synonyms,"long, sharp objects"
skewer,spit,pin,variety,0,Noun/Concept Synonyms,Hard Distractor
lance,spit,skewer,farm,0,Noun/Concept Synonyms,Random Distractor
staff,rod,pole,stick,1,Noun/Concept Synonyms,"long, skinny objects"
pole,amenable,staff,stick,0,Noun/Concept Synonyms,Hard Distractor
pole,asterisk,rod,staff,0,Noun/Concept Synonyms,Random Distractor
alpaca,afghan,yak,angora,1,Members of a Set/Entities,long-haired animals
cotton swab,angora,afghan,alpaca,0,Members of a Set/Entities,Hard Distractor
angora,yak,french,alpaca,0,Members of a Set/Entities,Random Distractor
bow,legs,horn,fellow,1,Fill-in-the-Blank,long___
fellow,sweet,bow,legs,0,Fill-in-the-Blank,Hard Distractor
legs,fellow,shindig,bow,0,Fill-in-the-Blank,Random Distractor
guard,watch,mind,tend,1,Noun/Concept Synonyms,look after
tend,guard,snob,watch,0,Noun/Concept Synonyms,Hard Distractor
tend,watch,mind,depend,0,Noun/Concept Synonyms,Random Distractor
speed,tweet,bug,pork,1,Word Structure/Play,looney tunes characters minus a letter
silver,speed,tweet,bug,0,Word Structure/Play,Hard Distractor
consideration,speed,bug,pork,0,Word Structure/Play,Random Distractor
duck,pig,martian,bunny,1,Trivia/Pop Culture,looney tunes figures
weed,martian,pig,bunny,0,Trivia/Pop Culture,Hard Distractor
duck,pig,navy,martian,0,Trivia/Pop Culture,Random Distractor
hoop,ring,circle,band,1,Noun/Concept Synonyms,loop
circle,ring,hoop,craven,0,Noun/Concept Synonyms,Hard Distractor
cant,ring,band,hoop,0,Noun/Concept Synonyms,Random Distractor
bug,flip,wig,freak,1,Idioms & Slang,"lose it, with ""out"""
bug,vane,wig,flip,0,Idioms & Slang,Hard Distractor
oppenheimer,flip,bug,freak,0,Idioms & Slang,Random Distractor
dear,peach,doll,angel,1,Noun/Concept Synonyms,lovely person
peach,dear,doll,write,0,Noun/Concept Synonyms,Hard Distractor
angel,plain,dear,doll,0,Noun/Concept Synonyms,Random Distractor
kind,sweet,warm,tender,1,Action/Verb Synonyms,loving
warm,kind,crouch,tender,0,Action/Verb Synonyms,Hard Distractor
warm,sweet,tender,jobs,0,Action/Verb Synonyms,Random Distractor
scoop,info,dish,dope,1,Noun/Concept Synonyms,lowdown
lie,dope,info,dish,0,Noun/Concept Synonyms,Hard Distractor
aster,dope,dish,info,0,Noun/Concept Synonyms,Random Distractor
